cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedScore,isCorrectPrediction
val__123__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__123__obj002__craze.png,val,craze,123.jpg,123,123.xml,123,123.jpg,123,2,3,1,0,1,0,0,481,222,595,581,481,222,595,581,114,359,40926,114,359,40926,0,0,craze,0.6949343681335449,1
val__123__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__123__obj003__craze.png,val,craze,123.jpg,123,123.xml,123,123.jpg,123,3,3,1,0,1,0,0,492,606,620,944,492,606,620,944,128,338,43264,128,338,43264,0,0,craze,0.9140774011611938,1
val__135__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__135__obj001__craze.png,val,craze,135.jpg,135,135.xml,135,135.jpg,135,1,3,1,0,1,0,0,9,10,220,197,9,10,220,197,211,187,39457,211,187,39457,0,0,craze,0.9843100905418396,1
val__135__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__135__obj002__craze.png,val,craze,135.jpg,135,135.xml,135,135.jpg,135,2,3,1,0,1,0,0,253,192,545,528,253,192,545,528,292,336,98112,292,336,98112,0,0,craze,0.4913751184940338,1
val__135__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__135__obj003__craze.png,val,craze,135.jpg,135,135.xml,135,135.jpg,135,3,3,1,0,1,0,0,580,463,987,861,580,463,987,861,407,398,161986,407,398,161986,0,0,craze,0.9784833192825317,1
val__169__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__169__obj001__craze.png,val,craze,169.jpg,169,169.xml,169,169.jpg,169,1,2,2,0,1,0,0,637,333,959,456,637,333,959,456,322,123,39606,322,123,39606,0,2,surface_injure,0.8794991970062256,0
val__21__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__21__obj001__craze.png,val,craze,21.jpg,21,21.xml,21,21.jpg,21,1,1,1,0,1,0,0,547,417,655,775,547,417,655,775,108,358,38664,108,358,38664,0,4,crack,0.5563768148422241,0
val__219__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__219__obj001__craze.png,val,craze,219.jpg,219,219.xml,219,219.jpg,219,1,3,1,0,1,0,0,5,242,117,438,5,242,117,438,112,196,21952,112,196,21952,0,0,craze,0.47559675574302673,1
val__219__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__219__obj002__craze.png,val,craze,219.jpg,219,219.xml,219,219.jpg,219,2,3,1,0,1,0,0,269,267,447,542,269,267,447,542,178,275,48950,178,275,48950,0,5,hide_craze,0.9852797389030457,0
val__219__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__219__obj003__craze.png,val,craze,219.jpg,219,219.xml,219,219.jpg,219,3,3,1,0,1,0,0,506,147,1014,877,506,147,1014,877,508,730,370840,508,730,370840,0,0,craze,0.9972126483917236,1
val__235__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__235__obj001__craze.png,val,craze,235.jpg,235,235.xml,235,235.jpg,235,1,1,1,0,1,0,0,191,183,673,591,191,183,673,591,482,408,196656,482,408,196656,0,0,craze,0.990030825138092,1
val__243__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__243__obj001__craze.png,val,craze,243.jpg,243,243.xml,243,243.jpg,243,1,1,1,0,1,0,0,542,402,653,780,542,402,653,780,111,378,41958,111,378,41958,0,4,crack,0.7887906432151794,0
val__253__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__253__obj001__craze.png,val,craze,253.jpg,253,253.xml,253,253.jpg,253,1,1,1,0,1,0,0,520,395,662,758,520,395,662,758,142,363,51546,142,363,51546,0,4,crack,0.9737169742584229,0
val__319__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__319__obj001__craze.png,val,craze,319.jpg,319,319.xml,319,319.jpg,319,1,3,1,0,1,0,0,12,6,255,192,12,6,255,192,243,186,45198,243,186,45198,0,0,craze,0.9789988994598389,1
val__319__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__319__obj002__craze.png,val,craze,319.jpg,319,319.xml,319,319.jpg,319,2,3,1,0,1,0,0,267,175,569,553,267,175,569,553,302,378,114156,302,378,114156,0,0,craze,0.9832398891448975,1
val__319__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__319__obj003__craze.png,val,craze,319.jpg,319,319.xml,319,319.jpg,319,3,3,1,0,1,0,0,598,481,992,872,598,481,992,872,394,391,154054,394,391,154054,0,0,craze,0.8726041913032532,1
val__347__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__347__obj001__craze.png,val,craze,347.jpg,347,347.xml,347,347.jpg,347,1,1,1,0,1,0,0,502,130,920,999,502,130,920,999,418,869,363242,418,869,363242,0,2,surface_injure,0.43027764558792114,0
val__382__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__382__obj001__craze.png,val,craze,382.jpg,382,382.xml,382,382.jpg,382,1,3,2,0,1,0,0,661,302,872,589,661,302,872,589,211,287,60557,211,287,60557,0,0,craze,0.999319314956665,1
val__685__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__685__obj001__craze.png,val,craze,685.jpg,685,685.xml,685,685.jpg,685,1,2,1,0,1,0,0,605,386,914,1024,605,386,914,1024,309,638,197142,309,638,197142,0,1,corrosion,0.7440169453620911,0
val__685__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__685__obj002__craze.png,val,craze,685.jpg,685,685.xml,685,685.jpg,685,2,2,1,0,1,0,0,727,3,948,360,727,3,948,360,221,357,78897,221,357,78897,0,3,thunderstrike,0.9040014743804932,0
val__730__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__730__obj001__craze.png,val,craze,730.jpg,730,730.xml,730,730.jpg,730,1,2,2,0,1,0,0,539,417,603,585,539,417,603,585,64,168,10752,64,168,10752,0,2,surface_injure,0.45833534002304077,0
val__736__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__736__obj001__craze.png,val,craze,736.jpg,736,736.xml,736,736.jpg,736,1,1,1,0,1,0,0,156,136,508,478,156,136,508,478,352,342,120384,352,342,120384,0,3,thunderstrike,0.4744752049446106,0
val__765__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__765__obj001__craze.png,val,craze,765.jpg,765,765.xml,765,765.jpg,765,1,1,1,0,1,0,0,162,308,569,636,162,308,569,636,407,328,133496,407,328,133496,0,0,craze,0.9913646578788757,1
val__779__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__779__obj001__craze.png,val,craze,779.jpg,779,779.xml,779,166.jpg,166,1,1,1,1,1,0,0,295,305,584,406,295,305,584,406,289,101,29189,289,101,29189,0,0,craze,0.7807222008705139,1
val__783__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__783__obj001__craze.png,val,craze,783.jpg,783,783.xml,783,172.jpg,172,1,2,1,1,1,0,0,294,260,731,545,294,260,731,545,437,285,124545,437,285,124545,0,0,craze,0.5544456243515015,1
val__783__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__783__obj002__craze.png,val,craze,783.jpg,783,783.xml,783,172.jpg,172,2,2,1,1,1,0,0,756,570,1006,778,756,570,1006,778,250,208,52000,250,208,52000,0,0,craze,0.9034730792045593,1
val__784__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__784__obj001__craze.png,val,craze,784.jpg,784,784.xml,784,173.jpg,173,1,1,1,1,1,0,0,94,635,1000,835,94,635,1000,835,906,200,181200,906,200,181200,0,0,craze,0.5487201809883118,1
val__787__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__787__obj001__craze.png,val,craze,787.jpg,787,787.xml,787,787.jpg,787,1,1,1,0,1,0,0,132,397,1014,734,132,397,1014,734,882,337,297234,882,337,297234,0,3,thunderstrike,0.53305584192276,0
val__797__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__797__obj001__craze.png,val,craze,797.jpg,797,797.xml,797,797.jpg,797,1,1,1,0,1,0,0,180,313,577,631,180,313,577,631,397,318,126246,397,318,126246,0,0,craze,0.9994828104972839,1
val__80__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__80__obj001__craze.png,val,craze,80.jpg,80,80.xml,80,80.jpg,80,1,3,1,0,1,0,0,317,322,469,469,317,322,469,469,152,147,22344,152,147,22344,0,1,corrosion,0.5966817140579224,0
val__80__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__80__obj002__craze.png,val,craze,80.jpg,80,80.xml,80,80.jpg,80,2,3,1,0,1,0,0,483,489,692,722,483,489,692,722,209,233,48697,209,233,48697,0,0,craze,0.8568926453590393,1
val__80__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__80__obj003__craze.png,val,craze,80.jpg,80,80.xml,80,80.jpg,80,3,3,1,0,1,0,0,703,731,933,999,703,731,933,999,230,268,61640,230,268,61640,0,0,craze,0.9794811606407166,1
val__803__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__803__obj001__craze.png,val,craze,803.jpg,803,803.xml,803,21.jpg,21,1,1,1,1,1,0,0,547,417,655,775,547,417,655,775,108,358,38664,108,358,38664,0,4,crack,0.5430641770362854,0
val__826__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__826__obj001__craze.png,val,craze,826.jpg,826,826.xml,826,251.jpg,251,1,3,1,1,1,0,0,28,553,403,860,28,553,403,860,375,307,115125,375,307,115125,0,0,craze,0.9819933772087097,1
val__826__obj002__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__826__obj002__craze.png,val,craze,826.jpg,826,826.xml,826,251.jpg,251,2,3,1,1,1,0,0,417,177,784,627,417,177,784,627,367,450,165150,367,450,165150,0,0,craze,0.985236406326294,1
val__826__obj003__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__826__obj003__craze.png,val,craze,826.jpg,826,826.xml,826,251.jpg,251,3,3,1,1,1,0,0,780,10,1023,161,780,10,1023,161,243,151,36693,243,151,36693,0,0,craze,0.9673900008201599,1
val__861__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__861__obj001__craze.png,val,craze,861.jpg,861,861.xml,861,330.jpg,330,1,1,1,1,1,0,0,309,22,786,466,309,22,786,466,477,444,211788,477,444,211788,0,0,craze,0.9620972275733948,1
val__87__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__87__obj001__craze.png,val,craze,87.jpg,87,87.xml,87,87.jpg,87,1,1,1,0,1,0,0,133,106,961,710,133,106,961,710,828,604,500112,828,604,500112,0,2,surface_injure,0.8735200762748718,0
val__981__obj001__craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/craze/val__981__obj001__craze.png,val,craze,981.jpg,981,981.xml,981,609.jpg,609,1,2,2,1,1,0,0,208,330,609,456,208,330,609,456,401,126,50526,401,126,50526,0,0,craze,0.9358351230621338,1
val__1000__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__1000__obj001__hide_craze.png,val,hide_craze,1000.jpg,1000,1000.xml,1000,642.jpg,642,1,2,2,1,1,0,0,450,685,870,899,450,685,870,899,420,214,89880,420,214,89880,5,3,thunderstrike,0.3114863634109497,0
val__1026__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__1026__obj001__hide_craze.png,val,hide_craze,1026.jpg,1026,1026.xml,1026,696.jpg,696,1,2,1,1,1,0,0,148,367,567,597,148,367,567,597,419,230,96370,419,230,96370,5,5,hide_craze,0.7440598011016846,1
val__1026__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__1026__obj002__hide_craze.png,val,hide_craze,1026.jpg,1026,1026.xml,1026,696.jpg,696,2,2,1,1,1,0,0,583,545,998,670,583,545,998,670,415,125,51875,415,125,51875,5,5,hide_craze,0.5542016625404358,1
val__1059__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__1059__obj001__hide_craze.png,val,hide_craze,1059.jpg,1059,1059.xml,1059,9.jpg,9,1,1,1,1,1,0,0,612,714,812,953,612,714,812,953,200,239,47800,200,239,47800,5,5,hide_craze,0.9974349737167358,1
val__114__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__114__obj001__hide_craze.png,val,hide_craze,114.jpg,114,114.xml,114,114.jpg,114,1,2,1,0,1,0,0,639,625,691,985,639,625,691,985,52,360,18720,52,360,18720,5,5,hide_craze,0.7864397764205933,1
val__114__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__114__obj002__hide_craze.png,val,hide_craze,114.jpg,114,114.xml,114,114.jpg,114,2,2,1,0,1,0,0,689,10,773,606,689,10,773,606,84,596,50064,84,596,50064,5,5,hide_craze,0.9655646681785583,1
val__254__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__254__obj001__hide_craze.png,val,hide_craze,254.jpg,254,254.xml,254,254.jpg,254,1,1,1,0,1,0,0,330,424,594,480,330,424,594,480,264,56,14784,264,56,14784,5,5,hide_craze,0.9181070923805237,1
val__300__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__300__obj001__hide_craze.png,val,hide_craze,300.jpg,300,300.xml,300,300.jpg,300,1,1,1,0,1,0,0,589,20,678,1016,589,20,678,1016,89,996,88644,89,996,88644,5,5,hide_craze,0.8898831605911255,1
val__362__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__362__obj001__hide_craze.png,val,hide_craze,362.jpg,362,362.xml,362,362.jpg,362,1,1,1,0,1,0,0,578,1,816,283,578,1,816,283,238,282,67116,238,282,67116,5,5,hide_craze,0.7200995087623596,1
val__382__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__382__obj002__hide_craze.png,val,hide_craze,382.jpg,382,382.xml,382,382.jpg,382,2,3,2,0,1,0,0,255,205,297,386,255,205,297,386,42,181,7602,42,181,7602,5,5,hide_craze,0.7821820974349976,1
val__382__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__382__obj003__hide_craze.png,val,hide_craze,382.jpg,382,382.xml,382,382.jpg,382,3,3,2,0,1,0,0,272,395,647,527,272,395,647,527,375,132,49500,375,132,49500,5,5,hide_craze,0.9982879757881165,1
val__420__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__420__obj001__hide_craze.png,val,hide_craze,420.jpg,420,420.xml,420,420.jpg,420,1,1,1,0,1,0,0,756,685,791,839,756,685,791,839,35,154,5390,35,154,5390,5,1,corrosion,0.8444525003433228,0
val__448__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__448__obj001__hide_craze.png,val,hide_craze,448.jpg,448,448.xml,448,448.jpg,448,1,1,1,0,1,0,0,605,702,642,842,605,702,642,842,37,140,5180,37,140,5180,5,2,surface_injure,0.6677748560905457,0
val__453__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__453__obj001__hide_craze.png,val,hide_craze,453.jpg,453,453.xml,453,453.jpg,453,1,1,1,0,1,0,0,497,91,627,367,497,91,627,367,130,276,35880,130,276,35880,5,3,thunderstrike,0.3432087302207947,0
val__497__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__497__obj001__hide_craze.png,val,hide_craze,497.jpg,497,497.xml,497,497.jpg,497,1,1,1,0,1,0,0,209,736,431,991,209,736,431,991,222,255,56610,222,255,56610,5,5,hide_craze,0.9999839067459106,1
val__519__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__519__obj001__hide_craze.png,val,hide_craze,519.jpg,519,519.xml,519,519.jpg,519,1,1,1,0,1,0,0,359,161,405,863,359,161,405,863,46,702,32292,46,702,32292,5,5,hide_craze,0.8550068736076355,1
val__526__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__526__obj001__hide_craze.png,val,hide_craze,526.jpg,526,526.xml,526,526.jpg,526,1,1,1,0,1,0,0,333,505,700,855,333,505,700,855,367,350,128450,367,350,128450,5,5,hide_craze,0.5381328463554382,1
val__55__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__55__obj001__hide_craze.png,val,hide_craze,55.jpg,55,55.xml,55,55.jpg,55,1,1,1,0,1,0,0,477,705,941,939,477,705,941,939,464,234,108576,464,234,108576,5,5,hide_craze,0.746803343296051,1
val__60__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__60__obj001__hide_craze.png,val,hide_craze,60.jpg,60,60.xml,60,60.jpg,60,1,2,2,0,1,0,0,783,1,809,264,783,1,809,264,26,263,6838,26,263,6838,5,5,hide_craze,0.7538445591926575,1
val__613__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__613__obj001__hide_craze.png,val,hide_craze,613.jpg,613,613.xml,613,613.jpg,613,1,1,1,0,1,0,0,139,106,892,964,139,106,892,964,753,858,646074,753,858,646074,5,5,hide_craze,0.6951851844787598,1
val__62__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__62__obj001__hide_craze.png,val,hide_craze,62.jpg,62,62.xml,62,62.jpg,62,1,2,2,0,1,0,0,814,494,841,589,814,494,841,589,27,95,2565,27,95,2565,5,5,hide_craze,0.8128418922424316,1
val__621__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__621__obj001__hide_craze.png,val,hide_craze,621.jpg,621,621.xml,621,621.jpg,621,1,3,2,0,1,0,0,186,381,778,986,186,381,778,986,592,605,358160,592,605,358160,5,5,hide_craze,0.987091064453125,1
val__654__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__654__obj001__hide_craze.png,val,hide_craze,654.jpg,654,654.xml,654,654.jpg,654,1,1,1,0,1,0,0,620,594,717,638,620,594,717,638,97,44,4268,97,44,4268,5,5,hide_craze,0.927192211151123,1
val__665__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__665__obj001__hide_craze.png,val,hide_craze,665.jpg,665,665.xml,665,665.jpg,665,1,1,1,0,1,0,0,602,535,673,603,602,535,673,603,71,68,4828,71,68,4828,5,5,hide_craze,0.9179614186286926,1
val__675__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__675__obj001__hide_craze.png,val,hide_craze,675.jpg,675,675.xml,675,675.jpg,675,1,1,1,0,1,0,0,358,447,697,844,358,447,697,844,339,397,134583,339,397,134583,5,2,surface_injure,0.7868441343307495,0
val__698__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__698__obj001__hide_craze.png,val,hide_craze,698.jpg,698,698.xml,698,698.jpg,698,1,1,1,0,1,0,0,56,158,681,806,56,158,681,806,625,648,405000,625,648,405000,5,5,hide_craze,0.8434640169143677,1
val__7__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__7__obj001__hide_craze.png,val,hide_craze,7.jpg,7,7.xml,7,7.jpg,7,1,1,1,0,1,0,0,520,267,553,510,520,267,553,510,33,243,8019,33,243,8019,5,5,hide_craze,0.5660613179206848,1
val__706__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__706__obj001__hide_craze.png,val,hide_craze,706.jpg,706,706.xml,706,706.jpg,706,1,1,1,0,1,0,0,142,303,683,625,142,303,683,625,541,322,174202,541,322,174202,5,5,hide_craze,0.9899234771728516,1
val__730__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__730__obj002__hide_craze.png,val,hide_craze,730.jpg,730,730.xml,730,730.jpg,730,2,2,2,0,1,0,0,541,63,566,300,541,63,566,300,25,237,5925,25,237,5925,5,5,hide_craze,0.8031999468803406,1
val__768__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__768__obj001__hide_craze.png,val,hide_craze,768.jpg,768,768.xml,768,146.jpg,146,1,1,1,1,1,0,0,306,266,512,750,306,266,512,750,206,484,99704,206,484,99704,5,5,hide_craze,0.9244077205657959,1
val__918__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__918__obj001__hide_craze.png,val,hide_craze,918.jpg,918,918.xml,918,457.jpg,457,1,3,1,1,1,0,0,430,194,483,350,430,194,483,350,53,156,8268,53,156,8268,5,4,crack,0.6072889566421509,0
val__918__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__918__obj002__hide_craze.png,val,hide_craze,918.jpg,918,918.xml,918,457.jpg,457,2,3,1,1,1,0,0,453,467,486,536,453,467,486,536,33,69,2277,33,69,2277,5,3,thunderstrike,0.496809184551239,0
val__918__obj003__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__918__obj003__hide_craze.png,val,hide_craze,918.jpg,918,918.xml,918,457.jpg,457,3,3,1,1,1,0,0,466,641,525,756,466,641,525,756,59,115,6785,59,115,6785,5,3,thunderstrike,0.45196494460105896,0
val__985__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__985__obj001__hide_craze.png,val,hide_craze,985.jpg,985,985.xml,985,618.jpg,618,1,1,1,1,1,0,0,387,260,839,861,387,260,839,861,452,601,271652,452,601,271652,5,5,hide_craze,0.9683980941772461,1
val__99__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__99__obj001__hide_craze.png,val,hide_craze,99.jpg,99,99.xml,99,99.jpg,99,1,1,1,0,1,0,0,394,513,920,555,394,513,920,555,526,42,22092,526,42,22092,5,5,hide_craze,0.9215213656425476,1
val__991__obj001__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__991__obj001__hide_craze.png,val,hide_craze,991.jpg,991,991.xml,991,628.jpg,628,1,2,1,1,1,0,0,155,280,317,314,155,280,317,314,162,34,5508,162,34,5508,5,5,hide_craze,0.8087015151977539,1
val__991__obj002__hide_craze.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/hide_craze/val__991__obj002__hide_craze.png,val,hide_craze,991.jpg,991,991.xml,991,628.jpg,628,2,2,1,1,1,0,0,173,805,619,874,173,805,619,874,446,69,30774,446,69,30774,5,5,hide_craze,0.9727261662483215,1
val__1000__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__1000__obj002__surface_injure.png,val,surface_injure,1000.jpg,1000,1000.xml,1000,642.jpg,642,2,2,2,1,1,0,0,781,1,839,136,781,1,839,136,58,135,7830,58,135,7830,2,2,surface_injure,0.5130640268325806,1
